groupID,n_PAS,n_sig,n_big,min_padj,max_absL2FC,mean_absL2FC,dir_consensus,perGeneQ
SNX24,2,0,0,0.890976000395884,NA,NA,NA,0.989899092502323
PHAX,9,0,0,0.890976000395884,NA,NA,NA,0.990991199406056
GNPDA1,2,0,0,0.892873158303511,NA,NA,NA,0.992128214604935
OSBPL8,7,0,0,0.892873158303511,NA,NA,NA,0.992424045218176
HIC1,2,0,0,0.887301530535375,NA,NA,NA,0.992627235089504
KIF5B,7,0,0,0.892873158303511,NA,NA,NA,0.994057346659215
NEGR1,12,0,0,0.887301530535375,NA,NA,NA,0.994088360041833
SYTL4,3,0,0,0.892873158303511,NA,NA,NA,0.994608411439019
POGLUT3,2,0,0,0.892873158303511,NA,NA,NA,0.995061485330213
UBA5,8,0,0,0.892873158303511,NA,NA,NA,0.995198456708551
PAAF1,2,0,0,0.887301530535375,NA,NA,NA,0.99555960899628
RANBP3,3,0,0,0.892873158303511,NA,NA,NA,0.995982369869066
C6orf120,10,0,0,0.893265454391496,NA,NA,NA,0.996047614148105
ADAM17,4,0,0,0.892873158303511,NA,NA,NA,0.996061384648636
AMMECR1L,5,0,0,0.892873158303511,NA,NA,NA,0.996083971207719
ARSD,4,0,0,0.892873158303511,NA,NA,NA,0.996810414213749
SH3BGRL2,5,0,0,0.892873158303511,NA,NA,NA,0.996940904811156
ARFGAP3,2,0,0,0.892873158303511,NA,NA,NA,0.997200752181038
TM4SF18,3,0,0,0.892873158303511,NA,NA,NA,0.998340169500208
MAP2K6,3,0,0,0.899874086723009,NA,NA,NA,1
WIPI2,6,0,0,0.899874086723009,NA,NA,NA,1
HOXC9,4,0,0,0.900251374776213,NA,NA,NA,1
ADAM10,10,0,0,0.900724151252465,NA,NA,NA,1
CCAR1,4,0,0,0.900724151252465,NA,NA,NA,1
GMCL1,4,0,0,0.900724151252465,NA,NA,NA,1
SPATA6,3,0,0,0.900724151252465,NA,NA,NA,1
ZNF578,3,0,0,0.900724151252465,NA,NA,NA,1
TBCE,2,0,0,0.90286441006488,NA,NA,NA,1
CBX6,2,0,0,0.90398693954401,NA,NA,NA,1
PIGX,5,0,0,0.90398693954401,NA,NA,NA,1
ZEB1,3,0,0,0.90398693954401,NA,NA,NA,1
ANGPT2,5,0,0,0.905936186103542,NA,NA,NA,1
CAAP1,5,0,0,0.905936186103542,NA,NA,NA,1
CCDC127,5,0,0,0.905936186103542,NA,NA,NA,1
